First Name,Last Name,ID,Stream,Preference 1,Preference 2,Preference 3,Preference 4,Preference 5,Preference 6,Preference 7,Preference 8,Preference 9,Preference 10
Herman,Melville,58300186,CS,singing melancholy songs,throwing sex parties,podcasting about movies,promoting social causes,promoting pacifism,singing blues songs,building empires,writing blues songs,arresting bootleggers,campaigning for social causes
Calista,Flockhart,82052441,DS,offering blessings,going on romantic quests,climbing social ladders,running a clandestine spy organization,eating a box of chocolates,extracting confessions,preparing for war,pushing the hardline,striving for world domination,seeking revenge
Rhonda,Fleming,44633846,CS,raising new-age children,writing pop songs,currying favour,cooking dinners,fighting with swords,writing modern fiction,suing large corporations,divorcing husbands,promoting Catholic values,starring in Hollywood movies
Earl,Campbell,78447406,CS,playing classical piano,holding evasive press conferences,organizing mass suicides,promoting conservative values,making cars,smiting Philistines,staring at the moon,making witty remarks,painting over photographs,exploring the new world
Rupert,Murdoch,53085298,CS,bugging political rivals,promoting circus attractions,singing blues songs,singing pop songs,ranting about liberals,singing romantic songs,predicting the future,starring in Hollywood movies,making fantasy movies,playing rock guitar
Lyle,Lovett,61853406,CS,writing compelling dialogue,bugging political rivals,shilling for rental car companies,winning Oscars,chasing after women,cooking dinners,campaigning for social causes,singing country music,writing comic books,cooking dinners
John,Tesh,59669651,CS,promoting evolutionary theory,studying science,playing the piano,cross-dressing in women's clothes,probing the mind,fighting for democracy,making maverick choices,throwing sex parties,promoting socialism,running a kingdom
Michael,Jackson,57731483,DS,burning the wicked,fighting in gladiator arenas,commanding a spaceship,writing up case notes,reading the news,making patronising comments,striving for world domination,frowning at errant husbands,giving to the poor,foiling the schemes of evil villains
Aubrey,Beardsley,78728219,CS,leaking state secrets,interviewing politicians,struggling with modern times,chasing after women,posing pointed questions,singing pop songs,arresting criminals,promoting Darwinism,promoting liberalism,writing TV comedies
Les,Paul,15637345,DS,tracking down criminals,hacking into corporate mainframes,planning adultery,currying favour,teaching martial arts,dreaming the day away,running a kingdom,playing rock music,running an empire,interpreting evidence
Leon,Spinks,80933261,CS,doing stand-up,staring at the moon,marrying underage girls,winning gold medals,making unauthorized sex tapes,ruling over subjects,writing cook books,parodying songs,breaking records,transcending physical limits
John,Cleese,20738410,CS,extracting confessions,fighting with the mob,leaking state secrets,insulting minorities,singing blues songs,performing serious acting,starring in Hollywood movies,peacocking in fancy clothes,starring in Hollywood movies,making movies
Culkin,,58800403,CS,waxing a surfboard,promoting conservative values,starring in Hollywood movies,spreading philosophy,writing experimental songs,inventing superheroes,promoting socialism,selling tickets,throwing sex parties,fighting for democracy
Johnny,Bench,33584555,CS,divorcing husbands,raising cain,starring in romantic comedies,promoting feminism,writing science fiction,starring in Hollywood movies,singing pop songs,hosting radio shows,doing stand-up,making threatening phone calls
Bill,Medley,44235971,DS,fussing about cleanliness,cooking for friends,hosting radio shows,playing quidditch,extracting confessions,fighting with swords,striving for world domination,solving mysteries,promoting hair products,building rocket ships
Daws,Butler,72743031,DS,worrying about life,running an empire,promoting hair products,trimming bushes,solving crimes,hacking into corporate mainframes,tracking down criminals,swinging from tree to tree,fighting guerilla wars,executing morally appalling plans
Sam,Peckinpah,78077725,CS,collecting fossils,recording history,singing country music,starring in Hollywood movies,making insipid musicals,winning Oscars,singing rock songs,throwing sex parties,signing sports memorabilia,proving math theorems
Nelson,Mandela,82957880,CS,making new wave movies,seducing kings,cooking dinners,carving magnificent statues,promoting social causes,holding evasive press conferences,starring in Hollywood movies,winning gold medals,ranting about liberals,insulting minorities
Ozzie,Nelson,64761724,DS,falling gracefully,brewing magican potions,seducing toy boys,escaping from reality,giving noogies,playing rock music,solving crimes,running a software company,complaining about everything,solving mysteries
Eudora,Welty,74062924,DS,killing teenagers,running a kingdom,running an empire,exploring darkest Africa,giving to the poor,investigating alien abductions,giving noogies,building an army,studying science,running a criminal empire
Theodore,Bikel,30090097,CS,burning with envy,writing modern poetry,writing pop songs,studying mathematics,making dumb comedies,promoting science,causing political scandals,painting over photographs,test-driving cars,writing poetry
Laura,Nyro,54017405,CS,writing blues songs,promoting boxing fights,smiting Philistines,cursing at kitchen staff,fighting for democracy,singing pop songs,writing experimental songs,promoting democracy,painting realistic pictures,composing classical music
Elizabeth,Seton,41626765,CS,campaigning for social causes,teaching philosophy,writing pop songs,making threatening phone calls,writing erotic fiction,making dumb comedies,doing stand-up,writing poetry,playing jazz saxophone,trading in wives
Jim,Henson,10232477,DS,gossiping with galpals,promoting hair products,hiding from the public,devising evil schemes,creating nightmares,spying for the CIA,singing goofy songs,investigating alien abductions,solving crimes,watching the sun rise
Rich,Cronin,26386630,CS,starring in romantic comedies,plagiarizing political speeches,staring at the moon,writing folksy fiction,running a kingdom,seducing women,teaching the next generation,womanizing,cross-dressing in women's clothes,parodying songs
Brian,Boitano,16919217,CS,singing protest songs,eating exotic foods,talking in riddles,composing classical music,collecting fossils,struggling with modern times,performing household chores,writing for pulp magazines,bridging cultures,playing the organ
Wassily,Kandinsky,74070301,DS,extracting confessions,buying on credit,tracking down criminals,gossiping with galpals,fighting guerilla wars,flipping hamburgers,running an empire,studying science,teaching Defence Against the Dark Arts,running a crime family
Samuel,Barber,69331446,DS,running an empire,searching for the messiah,playing quidditch,striving for world domination,reading the news,solving mysteries,chasing criminals,chasing terrorists,brewing magican potions,finding clues
Vera,Ellen,43786222,CS,writing pop songs,grilling interviewees,instigating rebellion,jumping over buses on motorbikes,singing to teenagers,seducing women,promoting conservative values,fighting for democracy,leading armies into battle,winning tennis grand slams
Paul,Simon,37006392,DS,duelling acrobatically,running a crime family,hacking into corporate mainframes,teaching the next generation,carrying secret plans,playing rock music,spouting movie trivia,reading the news,seeking revenge,buying on credit
Vivien,Leigh,96422734,CS,carving magnificent statues,playing the organ,shilling for rental car companies,composing classical music,avoiding eye contact,marrying underage girls,reading braille,shopping for shoes,starring in Hollywood movies,interviewing politicians
Jermaine,Jackson,91762355,DS,seducing toy boys,playing the saxophone,selling dodgy goods,pushing the hardline,mangling idioms,teaching the next generation,carrying secret plans,watching the sun rise,flipping hamburgers,killing teenagers
Peter,Bogdanovich,79685053,CS,performing Web searches,ranting about liberals,cooking dinners,running an empire,starring in TV shows,making movies,building empires,starring in action movies,promoting new technologies,making madcap comedies
Roger,Federer,28197952,CS,writing crime stories,podcasting about movies,seducing kings,campaigning for environmental causes,starring in comedies,lying on the stand,painting melancholy pictures,promoting conservative values,singing pop songs,singing pop songs
Robin,Quivers,18161216,DS,running a multinational corporation,starring in Hollywood movies,running a crime family,doing the Charleston,singing goofy songs,terrorizing employees,teaching the next generation,telling tall tales,saying grace,arranging dinner parties
Erik,Schrody,47720517,CS,mangling idioms,spreading philosophy,crooning love songs,making insipid musicals,making suspense movies,reading braille,hosting a late night chat show,starring in Hollywood movies,composing classical music,shopping for shoes
Leo,Tolstoy,48217875,DS,fighting guerilla wars,selling dodgy goods,frying crabby patties,seeking revenge,collecting pirate booty,pushing the hardline,fighting in duels,fighting for justice,solving crimes,carrying secret plans
Paul,Taylor,22605088,CS,promoting conservative values,winning swimming competitions,starring in Hollywood movies,doing stand-up,Research Activity,licking frogs,starring in Hollywood movies,cracking enemy codes,giving speeches,promoting social causes
E,T,79087726,DS,pushing the hardline,tracking down criminals,over-achieving at school,demanding ransoms from the U.N.,communicating with animals,playing rock music,starring in Hollywood movies,preparing for war,building rocket ships,escaping from reality
Tom,Clancy,36357375,CS,cross-dressing in women's clothes,spreading political gossip,making political gaffes,leading armies into battle,hosting radio shows,coining sparkling witticisms,writing modern poetry,scandalizing polite society,eating exotic foods,running a kingdom
George,Murphy,13227703,CS,doing stand-up,eliminating political rivals,worrying about health,cross-dressing in women's clothes,spreading philosophy,starring in action movies,seducing kings,hosting a late night chat show,winning swimming competitions,telling dry jokes
Rene,Auberjonois,67161541,CS,promoting conservative values,starring in romantic comedies,winning Oscars,starring in pornographic movies,starring in Hollywood movies,cooking dinners,crushing dissent,cross-dressing in women's clothes,promoting totalitarianism,writing modern fiction
Otto,Bismarck,96488990,CS,starring in Hollywood movies,staring at the moon,writing pop songs,cross-dressing in women's clothes,singing pop songs,writing for pulp magazines,eliminating political rivals,raising cain,starring in Hollywood movies,writing poetry
Liza,Minnelli,74276734,DS,chasing a great white whale,solving crimes,solving mysteries,disappointing the family,hacking into corporate mainframes,studying science,promoting hair products,solving riddles,running an empire,preparing for war
Ari,Meyers,34685856,DS,collecting bounties on runaways,selling tat,eluding imperial storm-troopers,giving to the poor,singing goofy songs,studying science,climbing social ladders,playing pranks,tilting at windmills,singing bawdy songs
Ed,Harris,18690274,CS,treating the sick with jokes,making kitsch,selling consumer goods,making new wave movies,starring in Hollywood movies,starring in Hollywood movies,running a kingdom,running a software company,making cars,amassing nuclear weapons
Dwight,Gooden,88034730,CS,singing jazz songs,campaigning for the presidency,publishing soft pornography,promoting world peace,chasing old women,promoting monetarism,probing the mind,writing pop songs,composing classical music,promoting conservative values
Shelley,Fabares,42962027,DS,studying magic tricks,foiling the schemes of evil villains,evading mercenaries,phoning home,pushing the hardline,pioneering new technologies,buying on credit,seeking revenge,hunting monsters,posing as a street thug
James,Michener,34683120,CS,amassing nuclear weapons,writing modern fiction,writing TV comedies,singing blues songs,teaching the next generation,arresting bootleggers,posing for photographs,starring in indy movies,campaigning for environmental causes,writing detective fiction
Rock,,74931546,DS,playing pranks,organizing armed robberies,solving mysteries,fighting with swords,teaching the next generation,nurturing sibling rivalry,creating nightmares,studying science,starring in Hollywood movies,brewing magican potions
Lola,Falana,21631250,CS,starring in TV shows,starring in Hollywood movies,transcending physical limits,promoting communism,jumping over buses on motorbikes,playing the saxophone,drawing whimsical cartoons,starring in comedies,designing clothes,promoting evolutionary theory
Raymond,Burr,36935591,DS,appearing in infomercials,teaching the next generation,promoting mysticism,mangling idioms,striving for world domination,running a crime family,climbing social ladders,promoting the Dark Side,collecting pirate booty,writing up case notes
Emilio,Estavez,28949002,CS,ranting about liberals,starring in Hollywood movies,treating the sick with jokes,campaigning for social causes,conducting illicit affairs,writing modern fiction,pioneering new technologies,writing pop songs,starring in Hollywood movies,writing compelling dialogue
Jane,Wyatt,50694345,DS,hacking into corporate mainframes,promoting mysticism,performing magic tricks,reporting the news,rooting out spies,playing the saxophone,arranging dinner parties,running a crime family,frying crabby patties,swinging on a perch
Christopher,Guest,85933471,DS,currying favour,interpreting evidence,teaching the next generation,analyzing intelligence data,singing goofy songs,studying magic,smoking during recess,foiling the schemes of evil villains,studying science,disappointing the family
